"TipLabel","Brain_Size_mL","Body_Mass_g","Cooperative","Sociality","Territoriality","Diet","Diet_Simple","Foraging_Niche","Foraging_Niche_Simple","Migration","Dev_Mode","Clade","CladeFit"
"Sterna_dougallii",1.53,63.2,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticPlunge","Aquatic","Migratory",0.875078431,"Charadriiformes","Charadriiformes"
"Acanthagenys_rufogularis",1.16,47.8,"NonCooperative","3","strong","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.048745476,"Meliphagoidea","Meliphagoidea"
"Psittacula_derbiana",6.1,251,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-2.990938033,"Psittaciformes","Psittaciformes"
"Probosciger_aterrimus",20.5,841,"NonCooperative","3","weak","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-3.457253923,"Psittaciformes","Psittaciformes"
"Manorina_flavigula",1.37,56.1,"Cooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.472809267,"Meliphagoidea","Meliphagoidea"
"Campephilus_guatemalensis",5.94,242,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.88731228,"Piciformes","Piciformes"
"Cracticus_nigrogularis",3.02,123,"Cooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.568692182,"Corvoidea","Corvoidea"
"Myiodynastes_maculatus",1.13,45.9,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-1.900016091,"Tyrannidae","Tyrannidae"
"Calidris_ruficollis",0.66,26.8,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Celeus_castaneus",2.11,85.6,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Piciformes","Piciformes"
"Zoothera_heinei",1.8,73,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.13124518,"Muscicapoidea","Muscicapoidea"
