"TipLabel","Brain_Size_mL","Body_Mass_g","Cooperative","Sociality","Territoriality","Diet","Diet_Simple","Foraging_Niche","Foraging_Niche_Simple","Migration","Dev_Mode","Clade","CladeFit"
"Pionites_leucogaster",5.2,155,"Cooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Cyanocitta_cristata",2.92,87,"NonCooperative","3","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-2.524622143,"Corvoidea","Corvoidea"
"Onychorhynchus_coronatus",0.47,14,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-1.900016091,"Tyrannidae","Tyrannidae"
"Smithornis_capensis",0.78,23.2,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.006493377,"Eurylaimides","Background"
"Lophorina_superba",2.6,77.3,"NonCooperative","1","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.513920317,"Corvoidea","Corvoidea"
"Lichenostomus_flavus",0.71,21.1,"Cooperative","3","strong","Generalist","Generalist","ForagingGeneralist","ForagingGeneralist","Sedentary",-2.261726728,"Meliphagoidea","Meliphagoidea"
"Lanius_collurio",0.96,28.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.317370637,"Corvoidea","Corvoidea"
"Habia_fuscicauda",1.34,39.7,"Cooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.579578053,"Passeroidea","Passeroidea"
"Schiffornis_turdina",1.07,31.7,"NonCooperative","1","none","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.152371229,"Tyrannidae","Tyrannidae"
"Amblyramphus_holosericeus",2.33,69,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.841493969,"Passeroidea","Passeroidea"
"Glaucidium_brasilianum",2.51,74.3,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-0.958479938,"Strigiformes","Strigiformes"
"Rhinopomastus_minor",0.98,29,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-1.831933191,"Bucerotiformes","Bucerotiformes"
"Ninox_squamipila",4.4,130,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-1.304243646,"Strigiformes","Strigiformes"
"Melanoptila_glabrirostris",1.2,35.4,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.261991548,"Muscicapoidea","Muscicapoidea"
"Poicephalus_gulielmi",7.15,210.9,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Dolichonyx_oryzivorus",1.07,31.6,"Cooperative","2","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Migratory",-1.75471387,"Passeroidea","Passeroidea"
"Pycnonotus_jocosus",0.93,27.4,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Sylvioidea","Sylvioidea"
"Pipilo_erythrophthalmus",1.36,40.1,"NonCooperative","3","weak","Generalist","Generalist","GroundForaging","GroundForaging","PartiallyMigratory",-1.776748889,"Passeroidea","Passeroidea"
"Icterus_galbula",1.13,33.3,"Cooperative","2","none","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.936180099,"Passeroidea","Passeroidea"
"Myiopsitta_monachus",4.08,120,"Cooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.774125749,"Psittaciformes","Psittaciformes"
"Acrocephalus_arundinaceus",0.91,26.8,"NonCooperative","1","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-2.123214526,"Sylvioidea","Sylvioidea"
"Laniarius_erythrogaster",1.56,45.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.568692182,"Corvoidea","Corvoidea"
"Fringilla_coelebs",0.81,23.8,"NonCooperative","3","weak","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","PartiallyMigratory",-2.152371229,"Passeroidea","Passeroidea"
"Manacus_vitellinus",0.62,18.2,"NonCooperative","1","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-1.686055339,"Cotingidae","Cotingidae"
"Cnemotriccus_fuscatus",0.46,13.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-2.048745476,"Tyrannidae","Tyrannidae"
"Cymbilaimus_lineatus",1.22,35.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.006493377,"Thamnophilidae","Thamnophilidae"
"Monachella_muelleriana",0.75,22,"Cooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Platycercus_adscitus",3.06,89.8,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.365617301,"Psittaciformes","Psittaciformes"
"Agapornis_roseicollis",1.86,54.5,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Automolus_infuscatus",1.13,33.1,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.524622143,"Furnariidae","Furnariidae"
"Syndactyla_guttulata",1.19,34.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.524622143,"Furnariidae","Furnariidae"
"Poecilodryas_albonotata",1.3,38,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Tolmomyias_sulphurescens",0.51,14.9,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Muscisaxicola_alpinus",0.78,22.8,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-2.048745476,"Tyrannidae","Tyrannidae"
"Zosterops_lateralis",0.47,13.7,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.841493969,"Sylvioidea","Sylvioidea"
"Psophodes_cristatus",1.4,40.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.568692182,"Corvoidea","Corvoidea"
"Alcedo_cristata",0.54,15.7,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","AerialSallying","AerialSallying","Sedentary",-2.835499403,"Coraciiformes","Coraciiformes"
"Bubalornis_albirostris",2.13,61.9,"Cooperative","2","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.75471387,"Passeroidea","Passeroidea"
"Agapornis_taranta",1.98,57.5,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Campylorhynchus_brunneicapillus",1.34,38.9,"Cooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.945119722,"Muscicapoidea","Muscicapoidea"
"Rhynchopsitta_pachyrhyncha",11.2,325,"NonCooperative","3","weak","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Psittaciformes","Psittaciformes"
"Zonotrichia_leucophrys",0.97,28.1,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.636959128,"Passeroidea","Passeroidea"
"Oreocharis_arfaki",0.68,19.7,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Corvoidea","Corvoidea"
"Picoides_borealis",1.66,48,"Cooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.73187365,"Piciformes","Piciformes"
"Chloropsis_palawanensis",1.05,30.4,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.161932007,"Passeroidea","Passeroidea"
"Spiza_americana",0.91,26.3,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",-1.634242462,"Passeroidea","Passeroidea"
"Artamus_minor",0.52,15,"Cooperative","3","weak","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","Sedentary",-1.937619206,"Corvoidea","Corvoidea"
"Lichenostomus_frenatus",1.04,30,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.261726728,"Meliphagoidea","Meliphagoidea"
"Glaucis_hirsutus",0.25,7.2,"NonCooperative","2","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Psophodes_olivaceus",2.18,62.7,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.568692182,"Corvoidea","Corvoidea"
"Sylvia_atricapilla",0.65,18.7,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-2.213744884,"Sylvioidea","Sylvioidea"
"Pionites_melanocephalus",5.18,149,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Piranga_ludoviciana",0.98,28.1,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.676494561,"Passeroidea","Passeroidea"
"Phoenicurus_phoenicurus",0.51,14.6,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-1.728307438,"Muscicapoidea","Muscicapoidea"
"Elaenia_martinica",0.65,18.6,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Trichoglossus_chlorolepidotus",3.05,87.1,"NonCooperative","3","none","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.401874834,"Psittaciformes","Psittaciformes"
"Psittacula_longicauda",3.75,107,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.990938033,"Psittaciformes","Psittaciformes"
"Pyrrhura_frontalis",2.81,80.1,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Psittaciformes","Psittaciformes"
"Touit_purpuratus",2.4,68.4,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","PartiallyMigratory",-2.628247897,"Psittaciformes","Psittaciformes"
"Emberiza_hortulana",0.7,19.9,"NonCooperative","2","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Migratory",-1.392841685,"Passeroidea","Passeroidea"
"Contopus_latirostris",0.38,10.8,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.255996982,"Tyrannidae","Tyrannidae"
"Pomatostomus_superciliosus",1.52,43.2,"Cooperative","3","weak","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","Sedentary",-2.42099639,"Pomatostomidae","Background"
"Sylvia_borin",0.62,17.6,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-2.213744884,"Sylvioidea","Sylvioidea"
"Perisoreus_canadensis",2.53,71.7,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.307809859,"Corvoidea","Corvoidea"
"Empidonax_minimus",0.37,10.5,"NonCooperative","2","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.048745476,"Tyrannidae","Tyrannidae"
"Lanius_cristatus",1.05,29.7,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.317370637,"Corvoidea","Corvoidea"
"Aratinga_leucophthalma",5.58,158,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Rhipidura_rufiventris",0.55,15.6,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.26555776,"Corvoidea","Corvoidea"
"Ficedula_albicollis",0.45,12.7,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.048745476,"Muscicapoidea","Muscicapoidea"
"Limnothlypis_swainsonii",0.67,18.9,"NonCooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",-1.841493969,"Passeroidea","Passeroidea"
"Anisognathus_somptuosus",1.49,42,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Peneothello_cyanus",0.96,27.1,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Attila_spadiceus",1.18,33.2,"NonCooperative","2","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Nandayus_nenday",4.55,128,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Pachyramphus_polychopterus",0.74,20.8,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.152371229,"Tyrannidae","Tyrannidae"
"Heterophasia_melanoleuca",1.16,32.6,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-1.841493969,"Sylvioidea","Sylvioidea"
"Picoides_villosus",2.95,82.8,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.73187365,"Piciformes","Piciformes"
"Agapornis_personatus",1.87,52.5,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Cardinalis_cardinalis",1.52,42.7,"NonCooperative","3","weak","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.579578053,"Passeroidea","Passeroidea"
"Phainopepla_nitens",0.79,22.1,"NonCooperative","2","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.737868216,"Muscicapoidea","Muscicapoidea"
"Cossypha_caffra",1.02,28.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.841493969,"Muscicapoidea","Muscicapoidea"
"Psittaculirostris_edwardsii",3.25,90.7,"NonCooperative","2","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.317370637,"Psittaciformes","Psittaciformes"
"Anthracothorax_dominicus",0.23,6.4,"NonCooperative","2","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Sialia_sialis",0.99,27.5,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-1.893306846,"Muscicapoidea","Muscicapoidea"
"Myiagra_cyanoleuca",0.63,17.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.513920317,"Corvoidea","Corvoidea"
"Myiagra_rubecula",0.54,15,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.513920317,"Corvoidea","Corvoidea"
"Ramphocelus_flammigerus",1.19,33,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Lichenostomus_hindwoodi",0.89,24.7,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.472809267,"Meliphagoidea","Meliphagoidea"
"Luscinia_megarhynchos",0.7,19.4,"NonCooperative","2","weak","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","Migratory",-1.782099802,"Muscicapoidea","Muscicapoidea"
"Hirundo_neoxena",0.48,13.3,"NonCooperative","3","none","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","Migratory",-2.161932007,"Sylvioidea","Sylvioidea"
"Lorius_garrulus",5.17,143,"NonCooperative","3","none","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.401874834,"Psittaciformes","Psittaciformes"
"Erithacus_rubecula",0.64,17.7,"NonCooperative","2","strong","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","Migratory",-1.841493969,"Muscicapoidea","Muscicapoidea"
"Piranga_rubra",1.02,28.2,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.579578053,"Passeroidea","Passeroidea"
"Myiopagis_cotta",0.42,11.6,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Myiarchus_tuberculifer",0.66,18.2,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.048745476,"Tyrannidae","Tyrannidae"
"Eulampis_jugularis",0.32,8.8,"NonCooperative","1","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Ptiloprora_guisei",0.95,26.2,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.161932007,"Meliphagoidea","Meliphagoidea"
"Myiagra_inquieta",0.76,20.9,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","PartiallyMigratory",-2.513920317,"Corvoidea","Corvoidea"
"Poephila_acuticauda",0.51,14,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","PartiallyMigratory",-2.255996982,"Passeroidea","Passeroidea"
"Pipra_erythrocephala",0.49,13.5,"NonCooperative","1","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-1.686055339,"Cotingidae","Cotingidae"
"Carpodacus_mexicanus",0.78,21.4,"NonCooperative","3","weak","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","PartiallyMigratory",-1.841493969,"Passeroidea","Passeroidea"
"Babax_lanceolatus",2.48,68,"Cooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.841493969,"Sylvioidea","Sylvioidea"
"Taeniopygia_guttata",0.44,12.1,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","PartiallyMigratory",-2.524622143,"Passeroidea","Passeroidea"
"Icteria_virens",0.91,24.9,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.686055339,"Passeroidea","Passeroidea"
"Sakesphorus_luctuosus",1.15,31.4,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.006493377,"Thamnophilidae","Thamnophilidae"
"Lathamus_discolor",2.37,64.7,"NonCooperative","3","none","Nectar","FruitNectar","ArborealGleaning","Gleaning","Migratory",-1.987371821,"Psittaciformes","Psittaciformes"
"Agapornis_pullarius",1.44,39.3,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Dinopium_javanense",2.67,72.9,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-2.88731228,"Piciformes","Piciformes"
"Locustella_luscinioides",0.55,15,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Migratory",-1.996932599,"Sylvioidea","Sylvioidea"
"Chiroxiphia_linearis",0.68,18.5,"NonCooperative","1","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-1.686055339,"Cotingidae","Cotingidae"
"Terpsiphone_atrocaudata",0.65,17.7,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.513920317,"Corvoidea","Corvoidea"
"Cormobates_leucophaea",0.81,22,"NonCooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-1.883746068,"Ptilonorhynchoidea","Ptilonorhynchoidea"
"Poecilodryas_placens",0.98,26.6,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Petroica_phoenicea",0.49,13.3,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.42099639,"Petroicidae","Petroicidae"
"Aphelocoma_coerulescens",2.85,77.2,"Cooperative","3","strong","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.195784863,"Corvoidea","Corvoidea"
"Schistochlamys_melanopis",1.22,33,"NonCooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","PartiallyMigratory",-1.634242462,"Passeroidea","Passeroidea"
"Phaeomyias_murina",0.37,10,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.900016091,"Tyrannidae","Tyrannidae"
"Bolborhynchus_lineola",2.08,56.2,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","PartiallyMigratory",-2.628247897,"Psittaciformes","Psittaciformes"
"Pytilia_melba",0.57,15.4,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.939125157,"Passeroidea","Passeroidea"
"Phaenicophilus_palmarum",1.13,30.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Microeca_fascinans",0.54,14.6,"Cooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.42099639,"Petroicidae","Petroicidae"
"Lichenostomus_leucotis",0.89,24,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.737868216,"Meliphagoidea","Meliphagoidea"
"Arremon_brunneinucha",1.54,41.5,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.776748889,"Passeroidea","Passeroidea"
"Aratinga_weddellii",4.01,108,"Cooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Florisuga_mellivora",0.26,7,"NonCooperative","1","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Melanocharis_striativentris",0.68,18.3,"NonCooperative","2","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Corvoidea","Corvoidea"
"Mitrephanes_phaeocercus",0.32,8.6,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.255996982,"Tyrannidae","Tyrannidae"
"Seiurus_aurocapilla",0.7,18.8,"Cooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",-1.699231509,"Passeroidea","Passeroidea"
"Myiagra_alecto",0.73,19.6,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.513920317,"Corvoidea","Corvoidea"
"Ammodramus_savannarum",0.65,17.5,"Cooperative","2","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-1.557841093,"Passeroidea","Passeroidea"
"Pezoporus_wallicus",2.66,71.4,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.383700127,"Psittaciformes","Psittaciformes"
"Aratinga_chloroptera",5.45,146,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Campylopterus_largipennis",0.31,8.3,"NonCooperative","1","none","Nectar","FruitNectar","AerialScreaning","AerialScreaning","Sedentary",-2.152371229,"Trochiliformes","Trochiliformes"
"Myiophobus_fasciatus",0.37,9.9,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Migratory",-2.048745476,"Tyrannidae","Tyrannidae"
"Psitteuteles_versicolor",2,53.5,"NonCooperative","3","none","Nectar","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.401874834,"Psittaciformes","Psittaciformes"
"Sclerurus_mexicanus",0.79,21.1,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-2.524622143,"Furnariidae","Furnariidae"
"Nannopsittaca_panychlora",1.45,38.8,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Mohoua_albicilla",0.69,18.3,"Cooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.568692182,"Corvoidea","Corvoidea"
"Manorina_melanophrys",1.14,30.5,"Cooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.472809267,"Meliphagoidea","Meliphagoidea"
"Rhinopomastus_cyanomelas",1.05,28,"NonCooperative","3","strong","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-1.831933191,"Bucerotiformes","Bucerotiformes"
"Pteruthius_flaviscapis",1.5,40,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.524622143,"Corvoidea","Corvoidea"
"Poicephalus_meyeri",4.41,117.5,"NonCooperative","3","none","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Phaeothlypis_fulvicauda",0.56,14.9,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.737868216,"Passeroidea","Passeroidea"
"Platycercus_icterotis",2.38,63.3,"NonCooperative","3","none","Seeds","PlantsSeeds","ArborealGleaning","Gleaning","Sedentary",-1.365617301,"Psittaciformes","Psittaciformes"
"Tangara_cyanicollis",0.64,17,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.634242462,"Passeroidea","Passeroidea"
"Melanodryas_cucullata",0.8,21.3,"Cooperative","3","strong","Invertebrates","Invertebrates","ForagingGeneralist","ForagingGeneralist","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Toxorhamphus_poliopterus",0.43,11.4,"NonCooperative","2","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Corvoidea","Corvoidea"
"Tregellasia_leucops",0.59,15.6,"Cooperative","3","weak","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-2.42099639,"Petroicidae","Petroicidae"
"Aratinga_solstitialis",4.55,120.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.628247897,"Psittaciformes","Psittaciformes"
"Climacteris_erythrops",0.88,23.3,"Cooperative","3","strong","Invertebrates","Invertebrates","BarkGleaning","Gleaning","Sedentary",-1.883746068,"Ptilonorhynchoidea","Ptilonorhynchoidea"
"Pycnoptilus_floccosus",1.18,31.2,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.841493969,"Meliphagoidea","Meliphagoidea"
